,指數,收盤指數,日期,漲跌(+/-),漲跌百分比(%),漲跌點數
52,金融保險類指數,"1,302.80",20191018,<p style ='color:green'>-</p>,-0.21,2.8
53,金融保險類指數,"1,305.60",20191017,<p style ='color:red'>+</p>,0.21,2.75
54,金融保險類指數,"1,302.85",20191016,<p style ='color:red'>+</p>,0.44,5.69
55,金融保險類指數,"1,297.16",20191015,<p style ='color:red'>+</p>,0.02,0.27
56,金融保險類指數,"1,296.89",20191014,<p style ='color:red'>+</p>,1.31,16.8
57,金融保險類指數,"1,280.09",20191009,<p style ='color:green'>-</p>,-0.65,8.42
58,金融保險類指數,"1,288.51",20191008,<p style ='color:red'>+</p>,0.46,5.86
59,金融保險類指數,"1,282.65",20191007,<p style ='color:green'>-</p>,-0.08,1.02
60,金融保險類指數,"1,283.67",20191004,<p style ='color:red'>+</p>,0.23,2.97
61,金融保險類指數,"1,280.70",20191003,<p style ='color:green'>-</p>,-0.85,11.01
62,金融保險類指數,"1,291.71",20191002,<p style ='color:green'>-</p>,-0.4,5.2
63,金融保險類指數,"1,296.91",20191001,<p style ='color:red'>+</p>,0.68,8.81
64,金融保險類指數,"1,288.10",20190927,<p style ='color:green'>-</p>,-0.57,7.37
65,金融保險類指數,"1,295.47",20190926,<p style ='color:green'>-</p>,-0.18,2.31
66,金融保險類指數,"1,297.78",20190925,<p style ='color:green'>-</p>,-0.62,8.16
67,金融保險類指數,"1,305.94",20190924,<p style ='color:green'>-</p>,-0.07,0.86
68,金融保險類指數,"1,306.80",20190923,<p style ='color:green'>-</p>,-0.64,8.46
69,金融保險類指數,"1,315.26",20190920,<p style ='color:red'>+</p>,0.02,0.23
70,金融保險類指數,"1,315.03",20190919,<p style ='color:green'>-</p>,-0.15,1.91
71,金融保險類指數,"1,316.94",20190918,<p style ='color:red'>+</p>,0.61,8.04
72,金融保險類指數,"1,308.90",20190917,<p style ='color:green'>-</p>,-0.01,0.1
73,金融保險類指數,"1,309.00",20190916,<p style ='color:red'>+</p>,0.29,3.84
74,金融保險類指數,"1,305.16",20190912,<p style ='color:green'>-</p>,-0.03,0.42
75,金融保險類指數,"1,305.58",20190911,<p style ='color:red'>+</p>,0.16,2.03
76,金融保險類指數,"1,303.55",20190910,<p style ='color:red'>+</p>,0.9,11.67
77,金融保險類指數,"1,291.88",20190909,<p style ='color:red'>+</p>,1.09,13.9
78,金融保險類指數,"1,277.98",20190906,<p style ='color:red'>+</p>,0.65,8.23
79,金融保險類指數,"1,269.75",20190905,<p style ='color:red'>+</p>,0.74,9.27
80,金融保險類指數,"1,260.48",20190904,<p style ='color:red'>+</p>,0.51,6.41
81,金融保險類指數,"1,254.07",20190903,<p style ='color:green'>-</p>,-0.37,4.72
82,金融保險類指數,"1,258.79",20190902,<p style ='color:green'>-</p>,-0.01,0.17
83,金融保險類指數,"1,258.96",20190830,<p style ='color:red'>+</p>,1.38,17.09
84,金融保險類指數,"1,241.87",20190829,<p style ='color:green'>-</p>,-0.45,5.62
85,金融保險類指數,"1,247.49",20190828,<p style ='color:red'>+</p>,0.26,3.22
86,金融保險類指數,"1,244.27",20190827,<p style ='color:red'>+</p>,0.25,3.11
87,金融保險類指數,"1,241.16",20190826,<p style ='color:green'>-</p>,-1.0,12.59
88,金融保險類指數,"1,253.75",20190823,<p style ='color:red'>+</p>,0.39,4.89
89,金融保險類指數,"1,248.86",20190822,<p style ='color:red'>+</p>,0.27,3.33
90,金融保險類指數,"1,245.53",20190821,<p style ='color:green'>-</p>,-0.64,8.05
91,金融保險類指數,"1,253.58",20190820,<p style ='color:green'>-</p>,-0.07,0.94
92,金融保險類指數,"1,254.52",20190819,<p style ='color:red'>+</p>,0.59,7.4
93,金融保險類指數,"1,247.12",20190816,<p style ='color:red'>+</p>,1.28,15.82
94,金融保險類指數,"1,231.30",20190815,<p style ='color:green'>-</p>,-0.84,10.37
